ASP,OrderingCode,Productno,Denomination,Qty,Comments,BOMFilter,Build Type,,,,,
Ericsson,E3LC6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE,1,,,B2-B3,,,E3LC6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE
Ericsson,1E2LC6201IDB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,1E2LC6201IDB2B3UG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E2LC6201IDB2B3UG,RPM777526/02000,ET Power cable,2,,,B2-B3,,,1E2LC6201IDB2B3UG,RPM777526/02000,ET Power cable
Ericsson,1E2LC6201IDB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,1E2LC6201IDB2B3UG,RPM777567/05000,Grounding Cable
Ericsson,1E2LC6201IDB2B3UG,SXK1253086/1,Cable guide,2,,,B2-B3,,,1E2LC6201IDB2B3UG,SXK1253086/1,Cable guide
TEF,1E2LC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2-B3,,,1E2LC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E2LC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,1E2LC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,1E2LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2LC6201IDB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2-B3,,,1E2LC6201IDB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31
Ericsson,1E2LC6102OAB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,1E2LC6102OAB2B3UG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E2LC6102OAB2B3UG,RPM777526/02000,ET Power cable,2,,,B2-B3,,,1E2LC6102OAB2B3UG,RPM777526/02000,ET Power cable
Ericsson,1E2LC6102OAB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,1E2LC6102OAB2B3UG,RPM777567/05000,Grounding Cable
Ericsson,1E2LC6102OAB2B3UG,SXK1253086/1,Cable guide,2,,,B2-B3,,,1E2LC6102OAB2B3UG,SXK1253086/1,Cable guide
TEF,1E2LC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2-B3,,,1E2LC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E2LC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,1E2LC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,1E2LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2LC6102OAB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2-B3,,,1E2LC6102OAB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31
Ericsson,1E2LC6201IDL18B2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,1E2LC6201IDL18B2B3UG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E2LC6201IDL18B2B3UG,RPM777526/02000,ET Power cable,2,,,B2-B3,,,1E2LC6201IDL18B2B3UG,RPM777526/02000,ET Power cable
Ericsson,1E2LC6201IDL18B2B3UG,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,1E2LC6201IDL18B2B3UG,RPM777567/05000,Grounding Cable
Ericsson,1E2LC6201IDL18B2B3UG,SXK1253086/1,Cable guide,2,,,B2-B3,,,1E2LC6201IDL18B2B3UG,SXK1253086/1,Cable guide
TEF,1E2LC6201IDL18B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2-B3,,,1E2LC6201IDL18B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E2LC6201IDL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,1E2LC6201IDL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,1E2LC6201IDL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2LC6201IDL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2LC6201IDL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2LC6201IDL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2LC6201IDL18B2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2-B3,,,1E2LC6201IDL18B2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31
Ericsson,1E2LC6102OAL18B2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,1E2LC6102OAL18B2B3UG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E2LC6102OAL18B2B3UG,RPM777526/02000,ET Power cable,2,,,B2-B3,,,1E2LC6102OAL18B2B3UG,RPM777526/02000,ET Power cable
Ericsson,1E2LC6102OAL18B2B3UG,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,1E2LC6102OAL18B2B3UG,RPM777567/05000,Grounding Cable
Ericsson,1E2LC6102OAL18B2B3UG,SXK1253086/1,Cable guide,2,,,B2-B3,,,1E2LC6102OAL18B2B3UG,SXK1253086/1,Cable guide
TEF,1E2LC6102OAL18B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2-B3,,,1E2LC6102OAL18B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E2LC6102OAL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,1E2LC6102OAL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,1E2LC6102OAL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2LC6102OAL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2LC6102OAL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2LC6102OAL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2LC6102OAL18B2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2-B3,,,1E2LC6102OAL18B2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31
Ericsson,E2LC6201IDB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,E2LC6201IDB2B3UG,KDV127621/11,Baseband 6630 with fan
Ericsson,E2LC6201IDB2B3UG,RPM777526/02000,ET Power cable,2,,,B2-B3,,,E2LC6201IDB2B3UG,RPM777526/02000,ET Power cable
Ericsson,E2LC6201IDB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,E2LC6201IDB2B3UG,RPM777567/05000,Grounding Cable
Ericsson,E2LC6201IDB2B3UG,SXK1253086/1,Cable guide,2,,,B2-B3,,,E2LC6201IDB2B3UG,SXK1253086/1,Cable guide
TEF,E2LC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2-B3,,,E2LC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,E2LC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,E2LC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,E2LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,E2LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E2LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,E2LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E2LC6201IDB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2-B3,,,E2LC6201IDB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31
Ericsson,E2LC6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE,4,,,B2-B3,,,E2LC6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,E2LC6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE,1,,,B2-B3,,,E2LC6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE
Ericsson,E2LC6102OAB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,E2LC6102OAB2B3UG,KDV127621/11,Baseband 6630 with fan
Ericsson,E2LC6102OAB2B3UG,RPM777526/02000,ET Power cable,2,,,B2-B3,,,E2LC6102OAB2B3UG,RPM777526/02000,ET Power cable
Ericsson,E2LC6102OAB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,E2LC6102OAB2B3UG,RPM777567/05000,Grounding Cable
Ericsson,E2LC6102OAB2B3UG,SXK1253086/1,Cable guide,2,,,B2-B3,,,E2LC6102OAB2B3UG,SXK1253086/1,Cable guide
TEF,E2LC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2-B3,,,E2LC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,E2LC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,E2LC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,E2LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,E2LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E2LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,E2LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E2LC6102OAB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2-B3,,,E2LC6102OAB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31
Ericsson,E2LC6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE,4,,,B2-B3,,,E2LC6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,E2LC6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE,1,,,B2-B3,,,E2LC6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE
Ericsson,E3L21ONLYID,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,E3L21ONLYID,KDV127621/11,Baseband 6630 with fan
Ericsson,E3L21ONLYID,RPM777526/02000,ET Power cable,2,,,B2-B3,,,E3L21ONLYID,RPM777526/02000,ET Power cable
Ericsson,E3L21ONLYID,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,E3L21ONLYID,RPM777567/05000,Grounding Cable
Ericsson,E3L21ONLYID,SXK1253086/1,Cable guide,2,,,B2-B3,,,E3L21ONLYID,SXK1253086/1,Cable guide
Ericsson,E3L21ONLYID,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,4,,,B2-B3,,,E3L21ONLYID,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31
Ericsson,E3L21ONLYOA,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,E3L21ONLYOA,KDV127621/11,Baseband 6630 with fan
Ericsson,E3L21ONLYOA,RPM777526/02000,ET Power cable,2,,,B2-B3,,,E3L21ONLYOA,RPM777526/02000,ET Power cable
Ericsson,E3L21ONLYOA,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,E3L21ONLYOA,RPM777567/05000,Grounding Cable
Ericsson,E3L21ONLYOA,SXK1253086/1,Cable guide,2,,,B2-B3,,,E3L21ONLYOA,SXK1253086/1,Cable guide
Ericsson,E3L21ONLYOA,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,4,,,B2-B3,,,E3L21ONLYOA,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31
Ericsson,E3L21ONLYOCRET,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,E3L21ONLYOCRET,KDV127621/11,Baseband 6630 with fan
Ericsson,E3L21ONLYOCRET,RPM777528/02500,ET Power cable,2,,,B2-B3,,,E3L21ONLYOCRET,RPM777528/02500,ET Power cable
Ericsson,E3L21ONLYOCRET,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,E3L21ONLYOCRET,RPM777567/05000,Grounding Cable
Ericsson,E3L21ONLYOCRET,SXK1253086/1,Cable guide,2,,,B2-B3,,,E3L21ONLYOCRET,SXK1253086/1,Cable guide
Ericsson,E3L21ONLYOCRET,RPM919726/02000,Power cable for SIU02 in SSC/PBC V2,1,,,B2-B3,,,E3L21ONLYOCRET,RPM919726/02000,Power cable for SIU02 in SSC/PBC V2
TEF,2E3MC6601IRB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B2-B3,,,2E3MC6601IRB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,2E3MC6601IRB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B2-B3,,,2E3MC6601IRB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,2E3MC6601IRB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,2E3MC6601IRB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,2E3MC6601IRB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,2E3MC6601IRB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,2E3MC6601IRB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2-B3,,,2E3MC6601IRB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1
TEF,2E3MC6601IRB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,2E3MC6601IRB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,2E3MC6601IRB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,2E3MC6601IRB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,2E3MC6601IRB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,2E3MC6601IRB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,1E3SCUL6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2-B3,,,1E3SCUL6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E3SCUL6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,1E3SCUL6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,1E3SCUL6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3SCUL6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3SCUL6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3SCUL6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,1E3SCUL6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2-B3,,,1E3SCUL6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E3SCUL6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,1E3SCUL6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,1E3SCUL6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3SCUL6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3SCUL6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3SCUL6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,E3SCUL6201ID6B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2-B3,,,E3SCUL6201ID6B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,E3SCUL6201ID6B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,E3SCUL6201ID6B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,E3SCUL6201ID6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,E3SCUL6201ID6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E3SCUL6201ID6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,E3SCUL6201ID6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,E3SCUL6102OA6B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2-B3,,,E3SCUL6102OA6B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,E3SCUL6102OA6B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,E3SCUL6102OA6B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,E3SCUL6102OA6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,E3SCUL6102OA6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E3SCUL6102OA6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,E3SCUL6102OA6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,1E2SCUL6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2-B3,,,1E2SCUL6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E2SCUL6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,1E2SCUL6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,1E2SCUL6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2SCUL6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2SCUL6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2SCUL6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,1E2SCUL6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2-B3,,,1E2SCUL6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E2SCUL6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,1E2SCUL6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,1E2SCUL6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2SCUL6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2SCUL6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2SCUL6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,E2SCUL6201ID6B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2-B3,,,E2SCUL6201ID6B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,E2SCUL6201ID6B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,E2SCUL6201ID6B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,E2SCUL6201ID6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,E2SCUL6201ID6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E2SCUL6201ID6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,E2SCUL6201ID6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E2SCUL6201ID6B2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE,4,,,B2-B3,,,E2SCUL6201ID6B2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,E2SCUL6201ID6B2B3UG,RPM777279/00650,SIGNAL CABLE,1,,,B2-B3,,,E2SCUL6201ID6B2B3UG,RPM777279/00650,SIGNAL CABLE
TEF,E2SCUL6102OA6B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2-B3,,,E2SCUL6102OA6B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,E2SCUL6102OA6B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,E2SCUL6102OA6B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,E2SCUL6102OA6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,E2SCUL6102OA6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E2SCUL6102OA6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,E2SCUL6102OA6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E2SCUL6102OA6B2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE,4,,,B2-B3,,,E2SCUL6102OA6B2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,E2SCUL6102OA6B2B3UG,RPM777279/00650,SIGNAL CABLE,1,,,B2-B3,,,E2SCUL6102OA6B2B3UG,RPM777279/00650,SIGNAL CABLE
Ericsson,6E3IDB2V263PP,KRC161676/1,TRANSCEIVER/Radio 4415 B7A;Radio Unit,3,,,B2-B3,,,6E3IDB2V263PP,KRC161676/1,TRANSCEIVER/Radio 4415 B7A;Radio Unit
Ericsson,6E3IDB2V263PP,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,6E3IDB2V263PP,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,6E3IDB2V263PP,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,6E3IDB2V263PP,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,6E3IDB2V263PP,NTB101879/1,Radio Fan unit,3,,,B2-B3,,,6E3IDB2V263PP,NTB101879/1,Radio Fan unit
Ericsson,6E2IDB2V263PP,KRC161676/1,TRANSCEIVER/Radio 4415 B7A;Radio Unit,2,,,B2-B3,,,6E2IDB2V263PP,KRC161676/1,TRANSCEIVER/Radio 4415 B7A;Radio Unit
Ericsson,6E2IDB2V263PP,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,6E2IDB2V263PP,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,6E2IDB2V263PP,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,6E2IDB2V263PP,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,6E2IDB2V263PP,NTB101879/1,Radio Fan unit,2,,,B2-B3,,,6E2IDB2V263PP,NTB101879/1,Radio Fan unit
Ericsson,6E3OAB3V26,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE,3,,,B2-B3,,,6E3OAB3V26,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE
Ericsson,6E3OAB3V26,NFT30459/2,"Surge Protection Device, SPD -48V",3,,,B2-B3,,,6E3OAB3V26,NFT30459/2,"Surge Protection Device, SPD -48V"
Ericsson,6E2OAB3V26,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE,2,,,B2-B3,,,6E2OAB3V26,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE
Ericsson,6E2OAB3V26,NFT30459/2,"Surge Protection Device, SPD -48V",2,,,B2-B3,,,6E2OAB3V26,NFT30459/2,"Surge Protection Device, SPD -48V"
TEF,6E3IDB2T23-2,KRC161724/1,TRANSCEIVER/Radio 8808 B40Y;Radio Unit,2,,,B2-B3,,,6E3IDB2T23-2,KRC161724/1,TRANSCEIVER/Radio 8808 B40Y;Radio Unit
TEF,6E3IDB2T23-2,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,6E3IDB2T23-2,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,6E3IDB2T23-2,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B2-B3,,,6E3IDB2T23-2,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,6E3IDB2T23-2,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B2-B3,,,6E3IDB2T23-2,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
